SMILES,pIC50,mol,num_atoms,logP
COC(=O)NC1CN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.49,<rdkit.Chem.rdchem.Mol object at 0x7f59a29500b0>,30,1.2745000000000006
CC1CC(CS(=O)(=O)N2CCC(CO)CC2)CCC1N(C)c1[nH]cnc2nccc1-2,7.49,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950120>,30,2.1845999999999997
COc1ccc(Nc2nc3c(-c4cn[nH]c4)cccn3n2)cc1,7.49,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950190>,23,2.8716
CN1CCN(c2ccc(Nc3nc4c(C=Cc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.49,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950200>,37,3.7909000000000033
CC(C)COc1cccc(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1,7.49,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950270>,32,4.862900000000003
COc1ccccc1CNc1cccn2nc(Nc3cccnc3)nc12,7.49,<rdkit.Chem.rdchem.Mol object at 0x7f59a29502e0>,26,3.488600000000001
CC(C)C(C)NC(=O)c1c[nH]c2ncc(C3CC3)nc12,7.49,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950350>,20,2.6096000000000004
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a29503c0>,26,2.5205800000000007
COC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950430>,33,3.3083800000000014
N#CC1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a29504a0>,34,3.9812800000000017
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(O)C(O)C2)CC1,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950510>,29,0.6617999999999994
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(COc3ccc(F)cc3)C2)CC1,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950580>,36,4.164400000000003
CNC(=O)c1ccc(Nc2ncc3c(n2)CCN(c2cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc2C)C3)cn1,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a29505f0>,41,5.117020000000004
CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(F)cn4n3)cc2)CC1,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950660>,34,3.434300000000002
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a29506d0>,35,4.919100000000005
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCO)c3)ncc2Cl)c1,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950740>,29,2.7990000000000004
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)cc3)n2)C(C#N)C1,7.5,<rdkit.Chem.rdchem.Mol object at 0x7f59a29507b0>,30,3.1219800000000015
CNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,7.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950820>,26,2.7417000000000007
O=C(O)c1ccc(Nc2nc3c(-c4cnn(C5CCCCC5)c4)cccn3n2)cc1,7.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950890>,30,4.539800000000002
CC1(O)CCC(Nc2c(C(N)=O)cnn3cccc23)C1(C)C,7.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950900>,22,1.7846999999999995
CC1(C#N)CCCC1Nc1c(C(N)=O)cnn2cccc12,7.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950970>,21,1.9274799999999999
CN(CCC(F)(F)F)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,7.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a29509e0>,38,4.136680000000002
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc2)n1,7.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950a50>,37,4.800080000000002
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccnc(Cl)c2)n1,7.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950ac0>,24,3.02888
N#CC1CC(NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.51,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950b30>,36,3.4043800000000015
CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,7.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950ba0>,38,3.9502000000000024
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1F,7.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950c10>,31,4.754600000000003
CN1CCN(c2cncc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)n2)CC1,7.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950c80>,33,2.0851999999999995
c1cc2c(ncc3onc(C4CCCCC4)c32)[nH]1,7.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950cf0>,18,3.751800000000002
CC1CCCCC1Nc1c(C(N)=O)cnc2[nH]ccc12,7.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950d60>,20,2.652400000000001
CC(Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,7.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950dd0>,19,2.2797
O=C(CCCCCCC(=O)Nc1ccc(NCCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)cc1)NO,7.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950e40>,50,6.765600000000005
N#CC1CC(N2CC(F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950eb0>,32,3.6314800000000016
N#CC1CC(NC2(O)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.52,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950f20>,29,2.68438
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(OCC(=O)N3CCCC3)C2)CC1,7.53,<rdkit.Chem.rdchem.Mol object at 0x7f59a2950f90>,35,1.9475999999999996
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCSC2)CC1,7.53,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951000>,26,2.2405999999999997
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(Cc3cnccn3)C2)CC1,7.54,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951070>,33,2.5888999999999998
CN1CCN(c2cccc(Nc3nc4c(Nc5ccccc5S(C)(=O)=O)cccn4n3)c2)CC1,7.54,<rdkit.Chem.rdchem.Mol object at 0x7f59a29510e0>,34,3.371800000000002
CN1CCN(c2ccc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,7.54,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951150>,37,3.2326000000000015
COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3cccc(C4CCNCC4)c3)nc12,7.54,<rdkit.Chem.rdchem.Mol object at 0x7f59a29511c0>,34,5.634300000000005
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cccnc4c3c2)c1,7.54,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951230>,24,3.4906000000000006
CC(Nc1cc(-c2ccoc2)nc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1,7.54,<rdkit.Chem.rdchem.Mol object at 0x7f59a29512a0>,31,5.120280000000004
CN(CC(F)F)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,7.54,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951310>,36,3.4493800000000014
N#CC1CC(N2CCCC2CF)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951380>,37,3.6863800000000015
N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5c(F)cccc5F)c4n3)c2c1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a29513f0>,30,2.6566800000000006
CC(Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccc(F)cc1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951460>,30,4.782700000000002
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccc(Cl)cc34)nc12)C(=O)N1CC(C#N)C1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a29514d0>,33,2.2652799999999997
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3cccc(CN4CCN(C)CC4)c3)ncc2C1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951540>,45,6.109820000000006
N#CC1CC(C(=O)N2CC(F)(F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a29515b0>,32,3.337480000000001
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)c(F)c2)n1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951620>,29,3.1091800000000003
N#CC1CC(F)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951690>,24,2.9284800000000004
CC1(O)CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951700>,27,3.1338800000000013
CC(C)(C)NC1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951770>,28,3.347080000000002
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccnnc2)n1,7.55,<rdkit.Chem.rdchem.Mol object at 0x7f59a29517e0>,23,1.7704799999999996
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(CC#N)C2)CC1,7.56,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951850>,29,2.46988
CC1(C)CCC(C)(C)c2cc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)ccc21,7.56,<rdkit.Chem.rdchem.Mol object at 0x7f59a29518c0>,34,5.892400000000006
CN1C(=O)Cc2cc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)ccc21,7.56,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951930>,35,2.3947000000000003
COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nn12,7.56,<rdkit.Chem.rdchem.Mol object at 0x7f59a29519a0>,36,3.7315000000000023
COc1ccccc1CNc1cccn2nc(Nc3ccc(C)nc3)nc12,7.56,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951a10>,27,3.7970200000000016
CNC(=O)c1cnc(N)c2cc(-c3ccc(C)cc3)sc12,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951a80>,21,3.2135200000000017
CC(Nc1nc(Nc2cn(C)cn2)c2ccn(C)c2n1)c1ncc(F)cn1,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951af0>,27,2.5476
CC(Nc1nc(Nc2cn(C)cn2)c2ccn(C3CC3)c2n1)c1ncc(F)cn1,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951b60>,29,3.3455000000000013
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(S(C)(=O)=O)C2)CC1,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951bd0>,30,1.3531999999999997
COc1ccccc1-c1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951c40>,31,3.9003000000000023
COc1ccc(C(F)(F)F)cc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CCSC)CC4)nn12,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951cb0>,37,5.930900000000006
CN1CCN(c2cccc(Nc3nc4c(OCc5ccccc5C#N)cccn4n3)c2)CC1,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951d20>,33,3.6753800000000023
CC(=O)Nc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c3c2)c1,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951d90>,35,3.4330000000000016
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,7.57,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951e00>,36,4.040580000000002
CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951e70>,27,2.970880000000001
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951ee0>,26,2.74378
CC(C)(C)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951f50>,32,4.365880000000002
O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a2951fc0>,31,3.108600000000002
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(F)C2)CC1,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952030>,28,2.6682000000000006
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(O)(COc3cccc(F)c3)C2)CC1,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a29520a0>,36,2.8892000000000007
CN1CCN(c2cccc(Nc3nc4c(NCc5ccccc5S(C)(=O)=O)cccn4n3)c2)CC1,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952110>,35,3.240300000000002
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952180>,26,3.252880000000001
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,7.58,<rdkit.Chem.rdchem.Mol object at 0x7f59a29521f0>,24,1.95128
Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1cc2cc(COCC(F)(F)F)ccc2o1,7.59,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952260>,36,5.857320000000005
c1cncc(-c2cccn3nc(Nc4ccc(N5CCOCC5)cc4)nc23)c1,7.59,<rdkit.Chem.rdchem.Mol object at 0x7f59a29522d0>,28,3.371500000000002
Cc1noc(-c2ccc(Nc3nn(C4CCCCC4C#N)cc3C(N)=O)cc2)n1,7.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952340>,29,3.3389000000000015
Cc1cnc(Nc2nc(NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)s1,7.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a29523b0>,30,3.0630200000000016
Clc1cnc2nc1NCCCc1cccc(c1)OCCc1cccc(c1)N2,7.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952420>,27,4.853200000000003
CC1CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(S(=O)(=O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952490>,35,3.204180000000002
C=CC1(O)CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952500>,27,3.1608800000000015
CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)CCOCC1,7.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952570>,32,3.771080000000002
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C3CC3)cc2)n1,7.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a29525e0>,27,2.828680000000001
CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,7.6,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952650>,26,2.3174800000000007
CNS(=O)(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.61,<rdkit.Chem.rdchem.Mol object at 0x7f59a29526c0>,31,0.8578000000000015
Cc1cccc(CC2CCCN2S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)n1,7.61,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952730>,34,3.644820000000002
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,7.61,<rdkit.Chem.rdchem.Mol object at 0x7f59a29527a0>,38,3.906600000000002
COc1ccccc1CNc1cccn2nc(Nc3ccnc(C)c3)nc12,7.61,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952810>,27,3.7970200000000016
N#CC1CC(NCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952880>,35,3.252080000000001
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(C)(O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a29528f0>,36,4.070580000000002
COc1ccc2c(Nc3cn(C)cn3)nc(NC(C)c3ncc(F)cn3)nc2c1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952960>,29,3.2177000000000016
O=C(O)c1ccc(Nc2nc3c(-c4cnn(C5CCCC5)c4)cccn3n2)cc1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a29529d0>,29,4.149700000000002
COC1CCCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952a40>,29,2.3450999999999995
CN1CCN(c2cccc(Nc3nc4c(C#Cc5ccccc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952ab0>,37,3.0203000000000015
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952b20>,35,3.896480000000002
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952b90>,27,3.3718000000000004
COc1cccc(N2CCN(S(=O)(=O)c3ccc(Nc4nn(C5CCCCC5C#N)cc4C(N)=O)cc3)CC2)c1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952c00>,40,3.4999800000000016
CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)CC1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952c70>,28,3.1010800000000014
CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)COC1,7.62,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952ce0>,29,2.3374800000000002
O=C(NC1CCC(C(=O)O)CC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,7.63,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952d50>,34,3.7222000000000026
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(Oc3ccccc3C#N)C2)CC1,7.63,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952dc0>,35,3.2592800000000013
COc1ccc(C(F)(F)F)cc1-c1cccc2nc(Nc3ccc4c(c3)CCNCC4)nn12,7.63,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952e30>,33,4.855500000000005
O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCCCCC1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952ea0>,20,3.1012000000000013
N#CC1CC(NCC2(O)CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952f10>,33,3.0922800000000006
CCC(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)NCCCN2CCOCC2)n3C)cc1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952f80>,33,2.4359
Clc1cnc2nc1NCCc1cccc(c1)OCCc1cccc(c1)N2,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2952ff0>,26,4.4631000000000025
[C-]#[N+]C1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953060>,31,3.831590000000002
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1)C1CC1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a29530d0>,36,3.6405800000000026
CC1CCCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953140>,20,2.9571000000000005
CC1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a29531b0>,20,2.9571000000000014
N#CC1CC(N2CC(O)(C(F)(F)F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953220>,36,3.586780000000001
CC(C)(C)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(O)C(F)(F)F)cc3)n2)C(C#N)C1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953290>,34,3.9427800000000017
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953300>,27,3.173980000000001
COCCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953370>,29,2.8483800000000006
N#CC1CC(N2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a29533e0>,32,3.5632800000000016
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2cnc3ccc(Cl)cc3c2)n1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953450>,28,4.182080000000002
N#CC1CC(N2CC3(COC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.64,<rdkit.Chem.rdchem.Mol object at 0x7f59a29534c0>,34,3.3099799999999995
COCC1CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.65,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953530>,29,2.2026000000000003
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(c3ncccn3)C2)CC1,7.65,<rdkit.Chem.rdchem.Mol object at 0x7f59a29535a0>,31,2.1236999999999995
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCN(c3ccccn3)CC2)CC1,7.65,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953610>,33,2.4514999999999993
CN1CCC(c2ccc(Nc3nc4c(NCc5ccccc5S(C)(=O)=O)cccn4n3)cc2)CC1,7.65,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953680>,35,4.297700000000003
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CC1,7.65,<rdkit.Chem.rdchem.Mol object at 0x7f59a29536f0>,20,2.3636
COc1ccc(Cl)cc1-c1nn(C)cc1NC(=O)c1cnn2cccnc12,7.65,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953760>,27,3.0441000000000003
N#CC1CC(CO)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a29537d0>,26,2.33798
CC1(C#N)CCC(O)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953840>,26,2.48048
COc1ccc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)nn23)cc1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a29538b0>,31,3.9003000000000023
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953920>,33,2.2652799999999997
CC(=O)C1CCCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)C1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953990>,30,2.5352999999999994
CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCCC(CS(N)(=O)=O)C2)CC1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953a00>,32,1.234800000000001
CN1CCN(c2ccc(Nc3nc4c(Nc5ccccc5CS(C)(=O)=O)cccn4n3)cc2)CC1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953a70>,35,3.512900000000003
CC1(NC2CCC(n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)C(C#N)C2)COC1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953ae0>,30,2.9908800000000006
Cc1ccc(Cl)cc1-c1c(C(N)=O)cc(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)n1C,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953b50>,37,4.705220000000003
N#Cc1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cn1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953bc0>,25,2.24716
N#CC1CC(N2CC3C(CO)C3C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,7.66,<rdkit.Chem.rdchem.Mol object at 0x7f59a2953c30>,35,3.14788
