"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","metal ion binding","GO:0046872","false","0.000054607819203256955","4.2627451669345735","4354","83","21","63187","P23416,P31645,P02768,P98066,P10635,P05067,Q12879,P20813,P24462,P11712,Q13224,P08684,P33261,O75311,Q9HB55,P21917,P23415,P05177,Q05586,P11509,P05181"
"GO:MF","glutamate binding","GO:0016595","false","0.00006913761856011354","4.160285583775587","9","83","3","63187","O15399,Q13224,Q05586"
"GO:MF","protein dimerization activity","GO:0046983","false","0.00009281317520100886","4.032390369568289","1113","83","11","63187","Q12809,P35348,P08913,P35368,P08588,P22303,Q9UNQ0,P07550,P22310,P13945,P36544"
"GO:MF","peptide binding","GO:0042277","false","0.00010468152269392255","3.980129968753225","327","83","7","63187","Q12879,P06276,Q13224,P22303,P07550,P36544,Q05586"
"GO:MF","heterocyclic compound binding","GO:1901363","false","0.0001276978743191096","3.893816332017435","2325","83","15","63187","P31513,P08908,P31645,P02768,P14416,P46098,P28566,Q9UNQ0,P28222,P28223,P21917,Q9H015,P28335,P30939,P08183"
"GO:MF","acetylcholine binding","GO:0042166","false","0.0001355483190745698","3.8679058637062567","11","83","3","63187","P20309,P22303,P36544"
"GO:MF","oxidoreductase activity, acting on CH or CH2 groups","GO:0016725","false","0.0001805595382055467","3.7433795646693246","12","83","3","63187","P11712,P08684,P05177"
"GO:MF","anion binding","GO:0043168","false","0.000249229196070917","3.603401083402197","2452","83","15","63187","P23416,P31513,P19634,P02768,O15399,O60391,Q13224,Q9UNQ0,O75311,P48167,Q9H015,P23415,Q05586,P08183,Q8TCU5"
"GO:MF","amide binding","GO:0033218","false","0.00038888406249946284","3.4101798550278266","398","83","7","63187","Q12879,P06276,Q13224,P22303,P07550,P36544,Q05586"
"GO:MF","GABA receptor binding","GO:0050811","false","0.0005554497739219574","3.2553552056605013","17","83","3","63187","P18505,Q8N1C3,P31644"
"GO:MF","glycine-gated chloride ion channel activity","GO:0022852","false","0.0006457128339534994","3.1899605816291694","2","83","2","63187","P23416,O75311"
"GO:MF","(R)-limonene 6-monooxygenase activity","GO:0052741","false","0.0006457128339534994","3.1899605816291694","2","83","2","63187","P11712,P33261"
"GO:MF","(S)-limonene 7-monooxygenase activity","GO:0018676","false","0.0006457128339534994","3.1899605816291694","2","83","2","63187","P11712,P33261"
"GO:MF","limonene monooxygenase activity","GO:0019113","false","0.0006457128339534994","3.1899605816291694","2","83","2","63187","P11712,P33261"
"GO:MF","1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding","GO:0071886","false","0.0006457128339534994","3.1899605816291694","2","83","2","63187","P28223,P28335"
"GO:MF","(S)-limonene 6-monooxygenase activity","GO:0018675","false","0.0006457128339534994","3.1899605816291694","2","83","2","63187","P11712,P33261"
"GO:MF","acetylcholinesterase activity","GO:0003990","true","0.0006457128339534994","3.1899605816291694","2","83","2","63187","P06276,P22303"
"GO:MF","dopamine neurotransmitter receptor activity, coupled via Gs","GO:0001588","false","0.0006457128339534994","3.1899605816291694","2","83","2","63187","P21918,P21728"
"GO:MF","adrenergic receptor binding","GO:0031690","true","0.0006659072279215914","3.1765862711422552","18","83","3","63187","P08913,P08588,P13945"
"GO:MF","active transmembrane transporter activity","GO:0022804","false","0.0009141537397071671","3.0389807597457006","453","83","7","63187","P19634,P31645,P20815,Q96FL8,Q9UNQ0,Q9H015,P08183"
"GO:MF","neurotransmitter transmembrane transporter activity","GO:0005326","false","0.001082276934114199","2.965661597298943","21","83","3","63187","P31645,Q9UN88,Q9H015"
"GO:MF","cholinesterase activity","GO:0004104","false","0.0019354829589452408","2.713210648095286","3","83","2","63187","P06276,P22303"
"GO:MF","Gq/11-coupled serotonin receptor activity","GO:0001587","false","0.0019354829589452408","2.713210648095286","3","83","2","63187","P28223,P28335"
"GO:MF","alpha2-adrenergic receptor activity","GO:0004938","false","0.0019354829589452408","2.713210648095286","3","83","2","63187","P08913,P18089"
"GO:MF","protein homodimerization activity","GO:0042803","false","0.0020056767588275013","2.6977390579402885","724","83","8","63187","Q12809,P08913,P22303,Q9UNQ0,P07550,P22310,P13945,P36544"
"GO:MF","hormone binding","GO:0042562","false","0.0027996513525240354","2.5528960490515784","93","83","4","63187","P08913,P21917,P13945,P18089"
"GO:MF","long-chain fatty acid omega-1 hydroxylase activity","GO:0120319","false","0.003867657976291895","2.4125519383058656","4","83","2","63187","P33261,P05181"
"GO:MF","xenobiotic transmembrane transporter activity","GO:0042910","false","0.006227513445982838","2.2056853260941702","37","83","3","63187","Q96FL8,Q9UNQ0,P08183"
"GO:MF","histamine receptor activity","GO:0004969","false","0.009652628783033492","2.0153543954135524","6","83","2","63187","P35367,P50406"
"GO:MF","signaling receptor binding","GO:0005102","false","0.010621385428497682","1.9738188312104075","1501","83","10","63187","P08908,P18505,P31645,P05067,Q8N1C3,P08913,P14416,P31644,P08588,P13945"
"GO:MF","potassium channel regulator activity","GO:0015459","true","0.014599443589031973","1.8356636956414405","49","83","3","63187","P14416,P07550,P21917"
"GO:MF","ion channel regulator activity","GO:0099106","false","0.01523566462136524","1.8171385959148407","143","83","4","63187","P14416,P07550,P21917,P36544"
"GO:MF","catalytic activity","GO:0003824","false","0.016389934591308435","1.7854227796015874","5758","83","20","63187","P31513,P98066,P10635,P20813,P06276,P24462,P20309,P11712,P20815,P22303,Q9UNQ0,P08684,P33261,P11229,Q9HB55,P22310,P05177,P08183,P11509,P05181"
"GO:MF","channel regulator activity","GO:0016247","false","0.017419096826607427","1.7589743667445008","148","83","4","63187","P14416,P07550,P21917,P36544"
"GO:MF","transporter regulator activity","GO:0141108","false","0.017419096826607427","1.7589743667445008","148","83","4","63187","P14416,P07550,P21917,P36544"
"GO:MF","arrestin family protein binding","GO:1990763","false","0.028859071347545152","1.5397176481256045","10","83","2","63187","P21728,P08172"
"GO:MF","retinoic acid 4-hydroxylase activity","GO:0008401","false","0.028859071347545152","1.5397176481256045","10","83","2","63187","P24462,P08684"
"GO:MF","toxic substance binding","GO:0015643","false","0.03524207646498294","1.4529385108525985","11","83","2","63187","P02768,P36544"
"GO:MF","protein-containing complex binding","GO:0044877","false","0.038391149260244783","1.4157688868429539","1752","83","10","63187","P19838,P31645,P08913,P21728,P14416,P22303,P07550,P28223,P48167,Q05586"
"GO:MF","protein heterodimerization activity","GO:0046982","false","0.04636658034230361","1.3337949332875607","363","83","5","63187","P35348,P08913,P35368,P08588,P22310"
"GO:BP","anterograde trans-synaptic signaling","GO:0098916","false","1.4143610826580555e-73","72.84943970214674","750","83","51","63187","P18507,P23416,P21918,P28472,P35367,P08908,P47869,P31645,P35348,P05067,Q12879,P08173,O15399,P14867,Q8N1C3,P47870,P08913,P06276,P21728,P14416,P46098,P31644,P20309,O14764,P08172,O60391,Q13224,P50406,P28566,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P23415,P78334,P36544,P34903,P30939,Q99928,Q05586,P48169,Q8TCU5"
"GO:BP","chemical synaptic transmission","GO:0007268","true","1.4143610826580555e-73","72.84943970214674","750","83","51","63187","P18507,P23416,P21918,P28472,P35367,P08908,P47869,P31645,P35348,P05067,Q12879,P08173,O15399,P14867,Q8N1C3,P47870,P08913,P06276,P21728,P14416,P46098,P31644,P20309,O14764,P08172,O60391,Q13224,P50406,P28566,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P23415,P78334,P36544,P34903,P30939,Q99928,Q05586,P48169,Q8TCU5"
"GO:BP","trans-synaptic signaling","GO:0099537","false","2.147203108206753e-73","72.66812687284303","756","83","51","63187","P18507,P23416,P21918,P28472,P35367,P08908,P47869,P31645,P35348,P05067,Q12879,P08173,O15399,P14867,Q8N1C3,P47870,P08913,P06276,P21728,P14416,P46098,P31644,P20309,O14764,P08172,O60391,Q13224,P50406,P28566,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P23415,P78334,P36544,P34903,P30939,Q99928,Q05586,P48169,Q8TCU5"
"GO:BP","synaptic signaling","GO:0099536","false","1.1026111299384589e-72","71.95757762799455","780","83","51","63187","P18507,P23416,P21918,P28472,P35367,P08908,P47869,P31645,P35348,P05067,Q12879,P08173,O15399,P14867,Q8N1C3,P47870,P08913,P06276,P21728,P14416,P46098,P31644,P20309,O14764,P08172,O60391,Q13224,P50406,P28566,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P23415,P78334,P36544,P34903,P30939,Q99928,Q05586,P48169,Q8TCU5"
"GO:BP","cell-cell signaling","GO:0007267","false","3.2707882771868865e-66","65.48534756746945","1704","83","57","63187","P18507,P23416,P21918,P28472,P35367,P19838,P08908,P47869,P18505,P31645,P98066,P35348,P05067,Q12879,P08173,O15399,P14867,Q8N1C3,P47870,P08913,P06276,P21728,P14416,P35368,P46098,P31644,P20309,O14764,P08172,O60391,Q13224,P50406,P28566,Q14957,P22303,P35462,P25100,P28222,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P23415,P78334,P36544,P34903,P30939,Q99928,Q05586,P48169,Q8TCU5,P18089"
"GO:BP","regulation of postsynaptic membrane potential","GO:0060078","true","2.9767075002941135e-60","59.52626383826199","148","83","32","63187","P18507,P23416,P47869,P18505,P05067,Q12879,O15399,P14867,Q8N1C3,P47870,P14416,P46098,P31644,O14764,O60391,Q13224,P08588,Q14957,P11229,P07550,O75311,P21917,P48167,Q16445,P23415,P78334,P36544,P34903,Q99928,Q05586,P48169,Q8TCU5"
"GO:BP","regulation of biological quality","GO:0065008","false","1.1074396484550366e-58","57.95567993197363","2846","83","60","63187","P18507,P23416,P21918,P35367,P19838,P19634,P08908,P47869,P18505,P31645,Q12809,P02768,P35348,P10635,P05067,Q12879,O15399,P14867,Q8N1C3,P47870,P08913,P06276,P21728,P14416,P35368,P24462,P46098,P31644,P20309,P11712,O14764,O60391,Q13224,P08588,Q14957,P35462,P25100,P28222,P08684,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P13945,P23415,P78334,P36544,P05177,P34903,Q99928,Q05586,P08183,P48169,Q8TCU5,P18089"
"GO:BP","regulation of membrane potential","GO:0042391","false","9.750049446508002e-57","56.010993181810065","433","83","38","63187","P18507,P23416,P19634,P47869,P18505,P31645,Q12809,P02768,P35348,P05067,Q12879,O15399,P14867,Q8N1C3,P47870,P21728,P14416,P46098,P31644,O14764,O60391,Q13224,P08588,Q14957,P11229,P07550,O75311,P21917,P48167,Q16445,P23415,P78334,P36544,P34903,Q99928,Q05586,P48169,Q8TCU5"
"GO:BP","monoatomic ion transport","GO:0006811","true","2.5236260093417644e-56","55.59797500525742","1256","83","48","63187","P18507,P23416,P28472,O00591,P19634,P08908,P47869,P18505,P31645,Q12809,P35348,Q12879,O15399,P14867,Q8N1C3,P47870,P08913,P21728,P14416,P46098,P31644,O14764,P20815,O60391,Q13224,Q14957,P35462,Q96FL8,P28222,Q9UN88,P11229,P07550,P28223,O75311,P21917,P48167,Q9H015,Q16445,P28335,P23415,P78334,P36544,P34903,Q99928,Q05586,P08183,P48169,Q8TCU5"
"GO:BP","monoatomic ion transmembrane transport","GO:0034220","false","2.1670215996340403e-51","50.664136759859176","1013","83","43","63187","P18507,P23416,P28472,O00591,P19634,P47869,P18505,P31645,Q12809,P35348,Q12879,O15399,P14867,Q8N1C3,P47870,P08913,P21728,P14416,P46098,P31644,O14764,P20815,O60391,Q13224,Q14957,Q96FL8,Q9UN88,P07550,P28223,O75311,P21917,P48167,Q16445,P28335,P23415,P78334,P36544,P34903,Q99928,Q05586,P08183,P48169,Q8TCU5"
"GO:BP","transmembrane transport","GO:0055085","false","2.080900511402522e-50","49.68174868306649","1534","83","47","63187","P18507,P23416,P28472,O00591,P19634,P47869,P18505,P31645,Q12809,P35348,P05067,Q12879,O15399,P14867,Q8N1C3,P47870,P08913,P21728,P14416,P46098,P31644,P20309,O14764,P20815,O60391,Q13224,Q14957,Q96FL8,Q9UNQ0,Q9UN88,P07550,P28223,O75311,P21917,P48167,Q9H015,Q16445,P28335,P23415,P78334,P36544,P34903,Q99928,Q05586,P08183,P48169,Q8TCU5"
"GO:BP","inorganic ion transmembrane transport","GO:0098660","false","7.076177715317862e-50","49.15020126849653","900","83","41","63187","P18507,P23416,P28472,O00591,P19634,P47869,P18505,P31645,Q12809,P35348,Q12879,O15399,P14867,Q8N1C3,P47870,P08913,P21728,P14416,P46098,P31644,O14764,P20815,O60391,Q13224,Q14957,Q96FL8,Q9UN88,P28223,O75311,P21917,P48167,Q16445,P28335,P23415,P78334,P36544,P34903,Q99928,Q05586,P48169,Q8TCU5"
"GO:BP","cellular response to stimulus","GO:0051716","true","1.213590924392197e-45","44.915927679997466","7394","83","68","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,Q00653,P18505,P31645,Q12809,P02768,P98066,P35348,P10635,P05067,Q12879,P08173,O15399,P20813,P47870,P08913,P06276,P21728,P14416,P35368,P24462,P46098,P31644,P20309,P11712,O14764,P08172,O60391,Q13224,P50406,P08588,P28566,Q14957,P22303,P35462,Q9UNQ0,P25100,P28222,Q9UN88,P08684,P33261,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P13945,P23415,P36544,P05177,P30939,Q05586,P08183,Q8TCU5,P11509,P05181,P18089"
"GO:BP","response to stimulus","GO:0050896","false","1.562735086117935e-44","43.806114637072476","8976","83","71","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,Q00653,P18505,P31645,Q12809,P02768,P98066,P35348,P10635,P05067,Q12879,P08173,O15399,P20813,P47870,P08913,P06276,P21728,P14416,P35368,P24462,P46098,P31644,P20309,P11712,O14764,P08172,O60391,Q13224,P50406,P08588,P28566,Q14957,P22303,P35462,Q96FL8,Q9UNQ0,P25100,P28222,Q9UN88,P08684,P33261,P02763,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P13945,P23415,P36544,P05177,P30939,Q99928,Q05586,P08183,Q8TCU5,P11509,P05181,P18089"
"GO:BP","cell communication","GO:0007154","false","1.171191100374024e-41","40.93137223638228","6537","83","63","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P47869,Q00653,P18505,P31645,P02768,P98066,P35348,P05067,Q12879,P08173,O15399,P14867,Q8N1C3,P47870,P08913,P06276,P21728,P14416,P35368,P46098,P31644,P20309,O14764,P08172,O60391,Q13224,P50406,P08588,P28566,Q14957,P22303,P35462,P25100,P28222,Q9UN88,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P13945,P23415,P78334,P36544,P34903,P30939,Q99928,Q05586,P48169,Q8TCU5,P18089"
"GO:BP","signaling","GO:0023052","false","1.342112225322557e-40","39.87221116762416","6447","83","62","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P47869,Q00653,P18505,P31645,P98066,P35348,P05067,Q12879,P08173,O15399,P14867,Q8N1C3,P47870,P08913,P06276,P21728,P14416,P35368,P46098,P31644,P20309,O14764,P08172,O60391,Q13224,P50406,P08588,P28566,Q14957,P22303,P35462,P25100,P28222,Q9UN88,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P13945,P23415,P78334,P36544,P34903,P30939,Q99928,Q05586,P48169,Q8TCU5,P18089"
"GO:BP","transport","GO:0006810","false","6.223066924371577e-39","38.205995528482184","4350","83","54","63187","P18507,P23416,P28472,O00591,P19838,P19634,P08908,P47869,P18505,P31645,Q12809,P35348,P05067,Q12879,O15399,P14867,Q8N1C3,P47870,P08913,P21728,P14416,P46098,P31644,P20309,O14764,P20815,O60391,Q13224,Q14957,P22303,P35462,Q96FL8,Q9UNQ0,P28222,Q9UN88,P11229,P07550,P28223,O75311,P21917,P48167,Q9H015,Q16445,P28335,P23415,P78334,P36544,P34903,Q99928,Q05586,P08183,P48169,Q8TCU5,P18089"
"GO:BP","response to chemical","GO:0042221","false","3.109141477997581e-38","37.507359515423616","3957","83","52","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,Q00653,P18505,P31645,Q12809,P02768,P98066,P35348,P10635,P05067,Q12879,P08173,P20813,P47870,P08913,P06276,P21728,P14416,P24462,P46098,P20309,P11712,P08172,Q13224,P22303,P35462,Q96FL8,Q9UNQ0,P28222,P08684,P33261,P11229,P07550,P28223,O75311,P21917,P23415,P36544,P05177,Q99928,Q05586,P08183,Q8TCU5,P11509,P05181"
"GO:BP","establishment of localization","GO:0051234","false","2.5051870721759687e-36","35.60115983810802","4881","83","54","63187","P18507,P23416,P28472,O00591,P19838,P19634,P08908,P47869,P18505,P31645,Q12809,P35348,P05067,Q12879,O15399,P14867,Q8N1C3,P47870,P08913,P21728,P14416,P46098,P31644,P20309,O14764,P20815,O60391,Q13224,Q14957,P22303,P35462,Q96FL8,Q9UNQ0,P28222,Q9UN88,P11229,P07550,P28223,O75311,P21917,P48167,Q9H015,Q16445,P28335,P23415,P78334,P36544,P34903,Q99928,Q05586,P08183,P48169,Q8TCU5,P18089"
"GO:BP","chloride transport","GO:0006821","false","8.048214614446218e-36","35.094300451196325","123","83","21","63187","P18507,P23416,P28472,O00591,P47869,P18505,P14867,Q8N1C3,P47870,P31644,O14764,Q9UN88,O75311,P48167,Q16445,P23415,P78334,P34903,Q99928,P08183,P48169"
"GO:BP","system process","GO:0003008","false","4.3644887739885634e-35","34.360066619229514","2258","83","42","63187","P23416,P21918,P35367,P19634,P08908,P31645,Q12809,P35348,P05067,Q12879,O15399,P08913,P06276,P21728,P14416,P35368,P46098,P31644,P20309,P08172,Q13224,P08588,Q14957,P35462,Q9UNQ0,P25100,P28222,P11229,P07550,P28223,O75311,P21917,P48167,P28221,P28335,P13945,P23415,P36544,Q05586,P08183,Q8TCU5,P18089"
"GO:BP","localization","GO:0051179","false","7.257211326808948e-35","34.139230230269604","5520","83","55","63187","P18507,P23416,P28472,O00591,P19838,P19634,P08908,P47869,P18505,P31645,Q12809,P98066,P35348,P05067,Q12879,O15399,P14867,Q8N1C3,P47870,P08913,P21728,P14416,P46098,P31644,P20309,O14764,P20815,O60391,Q13224,Q14957,P22303,P35462,Q96FL8,Q9UNQ0,P28222,Q9UN88,P11229,P07550,P28223,O75311,P21917,P48167,Q9H015,Q16445,P28335,P23415,P78334,P36544,P34903,Q99928,Q05586,P08183,P48169,Q8TCU5,P18089"
"GO:BP","cellular response to chemical stimulus","GO:0070887","false","8.075046608277006e-35","34.09285496228985","2683","83","44","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,Q12809,P02768,P98066,P10635,P05067,P08173,P20813,P47870,P08913,P06276,P21728,P14416,P24462,P46098,P20309,P11712,P08172,P22303,P35462,Q9UNQ0,P28222,P08684,P33261,P11229,P07550,P28223,P21917,P23415,P36544,P05177,Q05586,P08183,P11509,P05181"
"GO:BP","chloride transmembrane transport","GO:1902476","false","9.695191034001752e-35","34.01344362916439","108","83","20","63187","P18507,P23416,P28472,O00591,P47869,P18505,P14867,Q8N1C3,P47870,P31644,O14764,Q9UN88,O75311,P48167,Q16445,P23415,P78334,P34903,Q99928,P48169"
"GO:BP","monoatomic anion transmembrane transport","GO:0098656","false","3.334489690059594e-34","33.4769706210425","145","83","21","63187","P18507,P23416,P28472,O00591,P47869,P18505,P14867,Q8N1C3,P47870,P31644,O14764,Q9UN88,O75311,P48167,Q16445,P23415,P78334,P34903,Q99928,P08183,P48169"
"GO:BP","gamma-aminobutyric acid signaling pathway","GO:0007214","false","2.2082603870905796e-33","32.65594971807638","29","83","15","63187","P18507,P28472,P08908,P47869,P18505,P14867,Q8N1C3,P47870,P31644,O14764,Q16445,P78334,P34903,Q99928,P48169"
"GO:BP","inorganic anion transmembrane transport","GO:0098661","false","3.8775558077752167e-33","32.41144194288008","128","83","20","63187","P18507,P23416,P28472,O00591,P47869,P18505,P14867,Q8N1C3,P47870,P31644,O14764,Q9UN88,O75311,P48167,Q16445,P23415,P78334,P34903,Q99928,P48169"
"GO:BP","inorganic anion transport","GO:0015698","false","8.931483913071289e-33","32.049076379664726","168","83","21","63187","P18507,P23416,P28472,O00591,P47869,P18505,P14867,Q8N1C3,P47870,P31644,O14764,Q9UN88,O75311,P48167,Q16445,P23415,P78334,P34903,Q99928,P08183,P48169"
"GO:BP","monoatomic anion transport","GO:0006820","false","1.1614365547987742e-32","31.935004509198546","170","83","21","63187","P18507,P23416,P28472,O00591,P47869,P18505,P14867,Q8N1C3,P47870,P31644,O14764,Q9UN88,O75311,P48167,Q16445,P23415,P78334,P34903,Q99928,P08183,P48169"
"GO:BP","G protein-coupled serotonin receptor signaling pathway","GO:0098664","false","2.1408064441904217e-32","31.669422596610268","23","83","14","63187","P35367,P08908,P08173,P20309,P08172,P50406,P28566,P28222,P11229,P28223,P21917,P28221,P28335,P30939"
"GO:BP","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","GO:0007188","false","3.850426949447458e-31","30.4144911116581","246","83","22","63187","P21918,P08908,P35348,P08173,P08913,P21728,P14416,P35368,P20309,P08172,P08588,P28566,P35462,P25100,P28222,P11229,P07550,P21917,P28221,P13945,P30939,P18089"
"GO:BP","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger","GO:0007187","false","1.2439232869317355e-30","29.905206401871503","56","83","16","63187","P35367,P08908,P08173,P21728,P20309,P08172,P50406,P28566,P28222,P11229,P28223,P21917,P28221,P28335,P13945,P30939"
"GO:BP","response to nitrogen compound","GO:1901698","false","2.874752482306725e-30","29.541399542346852","1060","83","31","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,P05067,Q12879,P08173,P47870,P06276,P21728,P14416,P46098,P20309,P08172,P22303,P35462,P28222,P11229,P07550,P28223,O75311,P21917,P23415,P36544,Q05586"
"GO:BP","synaptic transmission, GABAergic","GO:0051932","false","4.4505085967630155e-30","29.351590355727772","60","83","16","63187","P18507,P28472,P47869,P35348,P14867,Q8N1C3,P47870,P14416,P31644,O14764,P28222,Q16445,P78334,P34903,Q99928,P48169"
"GO:BP","cellular response to nitrogen compound","GO:1901699","false","1.693217440145601e-29","28.771287266940295","672","83","27","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P18505,P31645,P05067,P08173,P47870,P21728,P14416,P46098,P20309,P08172,P22303,P35462,P28222,P11229,P07550,P28223,P21917,P23415,P36544"
"GO:BP","signal transduction","GO:0007165","false","3.411780362048742e-28","27.46701893489623","5959","83","51","63187","P23416,P21918,P28472,P35367,P19838,P19634,P08908,Q00653,P18505,P98066,P35348,P05067,Q12879,P08173,O15399,P08913,P21728,P14416,P35368,P46098,P31644,P20309,O14764,P08172,O60391,Q13224,P50406,P08588,P28566,Q14957,P22303,P35462,P25100,P28222,Q9UN88,P11229,P07550,P28223,O75311,P21917,P48167,P28221,Q16445,P28335,P13945,P23415,P36544,P30939,Q05586,Q8TCU5,P18089"
"GO:BP","modulation of chemical synaptic transmission","GO:0050804","false","6.734803774490668e-28","27.171675053377875","489","83","24","63187","P21918,P35367,P31645,P35348,P05067,Q12879,O15399,P08913,P06276,P21728,P14416,P08172,O60391,Q13224,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,P36544,Q05586,Q8TCU5"
"GO:BP","regulation of trans-synaptic signaling","GO:0099177","false","7.075269430259367e-28","27.150257017309407","490","83","24","63187","P21918,P35367,P31645,P35348,P05067,Q12879,O15399,P08913,P06276,P21728,P14416,P08172,O60391,Q13224,Q14957,P22303,P35462,P28222,P11229,P07550,P28223,P36544,Q05586,Q8TCU5"
"GO:BP","multicellular organismal process","GO:0032501","false","1.9744896769455886e-27","26.704545132505956","7669","83","55","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,P47869,Q00653,P18505,P31645,Q12809,P98066,P35348,P05067,Q12879,O15399,P14867,P47870,P08913,P06276,P21728,P14416,P35368,P46098,P31644,P20309,P08172,Q13224,P50406,P08588,Q14957,P22303,P35462,Q9UNQ0,P25100,P28222,P02763,P11229,P07550,P28223,O75311,P21917,P48167,P28221,P28335,P13945,P23415,P36544,P05177,Q05586,P08183,Q8TCU5,P18089"
"GO:BP","regulation of system process","GO:0044057","false","8.032135179453185e-27","26.095168991036136","542","83","24","63187","P35367,P19634,P08908,Q12809,P35348,P05067,Q12879,O15399,P08913,P14416,P35368,P20309,P08172,Q13224,P08588,Q14957,P25100,P07550,P28223,P28335,P23415,P36544,Q05586,P18089"
"GO:BP","behavior","GO:0007610","false","2.3172165582942068e-26","25.635033376793853","662","83","25","63187","P18507,P21918,P35367,P08908,P31645,P05067,Q12879,O15399,P06276,P21728,P14416,P31644,Q13224,P08588,P35462,P28222,P28223,P21917,P48167,P28221,P28335,P13945,P23415,P36544,Q05586"
"GO:BP","circulatory system process","GO:0003013","false","6.670432795737704e-26","25.175845986967584","592","83","24","63187","P21918,P35367,P19634,P08908,P31645,Q12809,P35348,P08913,P21728,P14416,P35368,P20309,P08172,P08588,P35462,Q9UNQ0,P25100,P28222,P07550,P28223,P28221,P13945,P08183,P18089"
"GO:BP","adenylate cyclase-activating adrenergic receptor signaling pathway","GO:0071880","false","1.0892720853098542e-25","24.962863625855405","25","83","12","63187","P21918,P35348,P08913,P21728,P14416,P35368,P08588,P35462,P25100,P07550,P13945,P18089"
"GO:BP","response to xenobiotic stimulus","GO:0009410","false","1.1876039577772557e-25","24.92532836375538","432","83","22","63187","P31645,Q12809,P35348,P10635,Q12879,P20813,P06276,P21728,P14416,P24462,P11712,P35462,P28222,P08684,P33261,P28223,P05177,Q99928,Q05586,P08183,P11509,P05181"
"GO:BP","regulation of tube diameter","GO:0035296","false","2.7711211845448127e-25","24.557344481569515","149","83","17","63187","P21918,P35367,P08908,P31645,P35348,P08913,P21728,P35368,P20309,P08588,P25100,P28222,P07550,P28223,P28221,P13945,P18089"
"GO:BP","blood vessel diameter maintenance","GO:0097746","false","2.7711211845448127e-25","24.557344481569515","149","83","17","63187","P21918,P35367,P08908,P31645,P35348,P08913,P21728,P35368,P20309,P08588,P25100,P28222,P07550,P28223,P28221,P13945,P18089"
"GO:BP","regulation of tube size","GO:0035150","false","3.122235856228292e-25","24.50553429307709","150","83","17","63187","P21918,P35367,P08908,P31645,P35348,P08913,P21728,P35368,P20309,P08588,P25100,P28222,P07550,P28223,P28221,P13945,P18089"
"GO:BP","G protein-coupled receptor signaling pathway","GO:0007186","false","7.328454836249668e-25","24.13498758427151","1281","83","29","63187","P23416,P21918,P35367,P08908,P35348,P08173,P08913,P21728,P14416,P35368,P20309,P08172,P50406,P08588,P28566,P35462,P25100,P28222,P11229,P07550,P28223,P21917,P48167,P28221,P28335,P13945,P23415,P30939,P18089"
"GO:BP","response to organic substance","GO:0010033","false","1.9207659059246903e-24","23.716525561718306","2637","83","36","63187","P18507,P23416,P21918,P28472,P35367,P19838,P19634,P08908,Q00653,P18505,P31645,P35348,P05067,Q12879,P08173,P47870,P08913,P06276,P21728,P14416,P46098,P20309,P08172,Q13224,P22303,P35462,P28222,P11229,P07550,P28223,O75311,P21917,P23415,P36544,Q05586,Q8TCU5"
"GO:BP","vascular process in circulatory system","GO:0003018","false","2.0174868011724752e-24","23.69518929784342","271","83","19","63187","P21918,P35367,P08908,P31645,P35348,P08913,P21728,P35368,P20309,P08588,Q9UNQ0,P25100,P28222,P07550,P28223,P28221,P13945,P08183,P18089"
